name,object_id,epoch,mean_motion,eccentricity,inclination,ra_of_asc_node,arg_of_pericenter,mean_anomaly,ephemeris_type,classification_type,norad_cat_id,element_set_no,rev_at_epoch,bstar,mean_motion_dot,mean_motion_ddot,launch_country
OPS 5712 (P/L 153),1967-053H,2024-05-04 13:03:48.084192+00:00,13.96577888,0.0005435,69.9742,333.2659,136.3385,223.8151,0,U,2874,999,89923,0.00010217,8.8e-07,0.0,Saint Martin
STELLA,1993-061B,2024-05-04 12:05:06.307008+00:00,14.27422629,0.0005837,98.8825,171.0987,334.3082,164.948,0,U,22824,999,59455,1.0818e-05,-1.9e-07,0.0,Norfolk Island
ORBCOMM FM35,1999-065F,2024-05-04 13:25:58.003104+00:00,14.35113798,0.0003739,45.0393,226.1922,179.414,180.6712,0,U,25985,999,27623,0.00044972,1.154e-05,0.0,Latvia
TERRA,1999-068A,2024-05-04 20:18:21.292128+00:00,14.59711894,0.0003178,98.0504,190.6035,122.0852,349.5031,0,U,25994,999,29684,0.00016723,7.53e-06,0.0,Bermuda
USA 148,2000-001A,2024-05-04 13:36:41.386752+00:00,1.0027249,0.00012,10.6418,38.0304,319.2521,249.9493,0,U,26052,999,2386,0.0,3.5e-07,0.0,Syrian Arab Republic
MOZHAYETS 4 (RS-22),2003-042A,2024-05-04 20:44:26.407392+00:00,14.69740669,0.0011955,98.2861,281.3975,191.7853,305.5107,0,U,27939,999,10191,0.00030982,1.797e-05,0.0,China
YAMAL 202,2003-053A,2024-05-04 13:14:58.281216+00:00,1.00271046,0.0003665,4.3796,80.2237,333.6611,171.2938,0,U,28089,999,7492,0.0,-7.9e-07,0.0,Syrian Arab Republic
NAVSTAR 54 (USA 177),2004-009A,2024-05-03 12:55:17.582880+00:00,2.00560274,0.0096528,55.4932,306.8194,145.8638,173.8666,0,U,28190,999,14740,0.0,-3.2e-07,0.0,China
COSMOS 2407,2004-028A,2024-05-04 04:34:14.970720+00:00,13.76205027,0.0037903,82.9574,287.9793,256.6541,277.2816,0,U,28380,999,99360,6.9397e-05,8.3e-07,0.0,Egypt
REIMEI (INDEX),2005-031B,2024-05-04 12:12:04.583232+00:00,14.97302007,0.0024266,97.9835,211.9044,202.3772,157.6392,0,U,28810,999,1467,0.00044434,5.122e-05,0.0,Bosnia and Herzegovina
ARIRANG-2 (KOMPSAT-2),2006-031A,2024-05-04 20:29:57.861024+00:00,14.63518017,0.0014983,97.8688,336.1349,10.6647,116.0051,0,U,29268,999,94840,0.00010117,4.8e-06,0.0,Mayotte
SKYNET 5A,2007-007B,2024-05-04 00:23:42.506016+00:00,1.00270606,0.0003824,3.3191,82.9845,329.0739,271.4866,0,U,30794,999,6289,0.0,-2.71e-06,0.0,Norfolk Island
HAIYANG-1B,2007-010A,2024-05-04 05:50:33.278208+00:00,14.30587664,0.0013164,98.2959,129.2808,342.1847,17.8873,0,U,31113,999,89069,8.0507e-05,1.69e-06,0.0,Norfolk Island
ASTRA 1L,2007-016A,2024-05-04 02:06:42.468192+00:00,1.00268756,0.0004032,0.0488,336.6043,14.8514,281.8821,0,U,31306,999,6227,0.0,1.17e-06,0.0,Nepal
TERRASAR-X,2007-026A,2024-05-04 15:14:00.806784+00:00,15.19151681,0.0001824,97.4439,133.4039,81.1842,278.9599,0,U,31698,999,93644,0.00011224,2.291e-05,0.0,Mayotte
COSMO-SKYMED 2,2007-059A,2024-05-04 19:52:12.194688+00:00,14.82154704,0.0001459,97.8867,309.6081,88.6339,271.5042,0,U,32376,999,88752,0.00011206,8.4e-06,0.0,Egypt
CARTOSAT-2A,2008-021A,2024-05-04 19:12:15.340320+00:00,14.78683322,0.0013355,97.869,185.197,102.057,258.2139,0,U,32783,999,86459,0.0001894,1.34e-05,0.0,Norfolk Island
SEEDS II (CO-66),2008-021J,2024-05-04 20:55:04.213056+00:00,15.0276757,0.0007101,97.6866,97.3226,92.3126,267.8912,0,U,32791,999,87009,0.00069971,9.307e-05,0.0,Egypt
CHINASAT 9 (ZX 9),2008-028A,2024-05-04 21:48:27.108576+00:00,1.00270813,0.0004615,0.0107,223.369,197.2682,221.956,0,U,33051,999,5825,0.0,-2.49e-06,0.0,Norfolk Island
SKYNET 5C,2008-030A,2024-05-04 08:16:42.455712+00:00,1.00271101,0.0003669,1.7946,85.7508,313.9931,289.3753,0,U,33055,999,5814,0.0,-1.4e-06,0.0,Norfolk Island
BADR-6,2008-034B,2024-05-04 17:31:42.645216+00:00,1.00269017,0.0010053,0.8477,87.0108,338.5713,86.6617,0,U,33154,999,5799,0.0,1.44e-06,0.0,Bahamas
ECHOSTAR 11,2008-035A,2024-05-04 11:23:14.061120+00:00,1.00270096,0.0002553,0.0136,281.2653,123.6691,238.7122,0,U,33207,999,5789,0.0,-5.9e-07,0.0,Guinea-Bissau
COSMO-SKYMED 3,2008-054A,2024-05-04 18:54:40.763520+00:00,14.9706612,0.0016412,97.8796,322.1797,3.153,356.9792,0,U,33412,999,84079,0.00032084,3.647e-05,0.0,Norfolk Island
NAVSTAR 63 (USA 203),2009-014A,2024-05-02 18:15:57.368160+00:00,2.00555489,0.0132348,54.6984,241.7786,58.5831,302.1576,0,U,34661,999,11072,0.0,-2.2e-07,0.0,French Southern Territories
WGS F2 (USA 204),2009-017A,2024-05-04 17:02:42.679680+00:00,1.00269954,2.89e-05,0.0158,261.3937,255.3415,19.5213,0,U,34713,999,5518,0.0,6.6e-07,0.0,Norfolk Island
DUBAISAT-1,2009-041B,2024-05-04 19:49:56.473248+00:00,14.71387055,0.0011797,97.9003,263.3333,38.3113,321.893,0,U,35682,999,79126,0.00028145,1.695e-05,0.0,French Polynesia
NIMIQ 5,2009-050A,2024-05-04 09:55:42.848832+00:00,1.00270918,0.0002683,0.0106,91.3645,316.4407,251.1965,0,U,35873,999,5359,0.0,-2.59e-06,0.0,Thailand
WGS F3 (USA 211),2009-068A,2024-05-04 18:15:42.547104+00:00,1.00271068,2.36e-05,0.0138,228.9645,59.4631,165.8229,0,U,36108,999,5275,0.0,-2.7e-06,0.0,Thailand
ECHOSTAR 14,2010-010A,2024-05-04 04:51:03.678624+00:00,1.0027117,0.0001794,0.0171,264.0447,139.9235,132.4805,0,U,36499,999,5177,0.0,-2e-08,0.0,Bolivia
CRYOSAT 2,2010-013A,2024-05-04 20:49:51.750912+00:00,14.51901429,0.0005233,92.0311,90.5044,79.149,281.0306,0,U,36508,999,74591,7.076e-05,2.88e-06,0.0,Norfolk Island
NILESAT 201,2010-037A,2024-05-04 06:28:42.733920+00:00,1.00272146,0.000382,0.0516,97.1059,335.8352,239.9092,0,U,36830,999,5053,0.0,-6e-07,0.0,Guinea-Bissau
RASCOM-QAF 1R,2010-037B,2024-05-04 20:37:42.843360+00:00,1.00271961,0.0005712,0.0528,97.5087,304.5837,133.4562,0,U,36831,999,5053,0.0,1.7e-07,0.0,Norfolk Island
GLOBALSTAR M076,2010-054C,2024-05-04 11:20:05.087904+00:00,12.62278143,9.74e-05,52.0029,303.4985,134.3842,243.8631,0,U,37190,999,62552,0.000255,-5.8e-07,0.0,Philippines
GLOBALSTAR M077,2010-054D,2024-05-04 17:12:20.015712+00:00,12.62272353,6.21e-05,52.0067,259.4936,125.3255,343.7451,0,U,37191,999,62630,3.4869e-05,-9.8e-07,0.0,Djibouti
KOREASAT 6,2010-070B,2024-05-04 01:34:42.935808+00:00,1.00273114,0.0001276,0.0127,227.1974,198.4094,296.4968,0,U,37265,999,4892,0.0,-3.64e-06,0.0,Norfolk Island
SBIRS GEO-1 (USA 230),2011-019A,2024-05-04 18:00:42.780096+00:00,1.00272422,0.0002043,2.9145,47.8683,349.3903,161.7376,0,U,37481,999,4758,0.0,-5e-08,0.0,China
CHINASAT 10 (ZX 10),2011-026A,2024-05-03 21:00:37.046592+00:00,1.00274077,0.0001865,0.0433,280.2835,215.0077,152.6081,0,U,37677,999,4723,0.0,-3.55e-06,0.0,China
SRMSAT,2011-058D,2024-05-04 05:17:12.275808+00:00,14.11093033,0.0011668,19.9723,62.6992,331.6805,169.361,0,U,37841,999,64856,0.0001383,5.17e-06,0.0,China
PLEIADES 1A,2011-076F,2024-05-04 20:34:33.889152+00:00,14.58521714,0.0001528,98.2046,200.8853,85.6502,24.2023,0,U,38012,999,65927,0.00014147,6.11e-06,0.0,Nepal
NEOSSAT,2013-009D,2024-05-04 12:56:47.333472+00:00,14.35135408,0.0011867,98.4057,314.0527,37.6784,322.5231,0,U,39089,999,58575,0.00013374,3.4e-06,0.0,Saint Martin
EUTELSAT 117 WEST A,2013-012A,2024-05-04 12:15:02.115360+00:00,1.00271718,0.0002766,0.0358,63.6907,343.9478,242.1986,0,U,39122,999,4070,0.0,-1.5e-07,0.0,Latvia
ANIK G1,2013-014A,2024-05-04 12:22:42.572928+00:00,1.00270695,0.0001516,0.0123,85.2069,290.1987,285.846,0,U,39127,999,4049,0.0,-7.6e-07,0.0,Guinea-Bissau
GAOFEN-1,2013-018A,2024-05-04 19:48:14.759712+00:00,14.76473238,0.0018632,97.9904,198.6473,233.5411,126.4082,0,U,39150,999,59416,0.00016647,1.11e-05,0.0,Iraq
SJ-11-05,2013-035A,2024-05-04 20:16:59.843712+00:00,14.62627948,0.0011814,98.2489,296.6587,133.1499,227.0692,0,U,39202,999,57608,0.00021589,1.05e-05,0.0,South Georgia and the South Sandwich Islands
YAOGAN-17 01C,2013-046C,2024-05-04 03:11:04.739136+00:00,13.45315601,0.0358539,63.394,284.5984,8.2449,352.4257,0,U,39241,999,52426,3.2026e-05,-6.3e-07,0.0,French Southern Territories
POPACS 2,2013-055E,2024-05-04 20:31:36.800256+00:00,14.55444239,0.0557573,80.9993,286.3835,95.046,271.4594,0,U,39269,999,55051,0.00050457,0.0002185,0.0,Latvia
SHIJIAN-16 (SJ-16),2013-057A,2024-05-04 20:02:17.239200+00:00,14.88610304,0.0018237,74.976,17.5635,299.4985,60.4382,0,U,39358,999,57116,0.00025892,2.392e-05,0.0,Tajikistan
YAOGAN-19,2013-065A,2024-05-04 21:11:13.907040+00:00,13.15523973,0.0010174,100.0447,128.8329,72.6375,287.5851,0,U,39410,999,50200,0.0001551,1.7e-07,0.0,Egypt
APRIZESAT 8,2013-066K,2024-05-04 10:43:19.911936+00:00,14.83951921,0.0047992,97.7263,79.3179,310.6291,49.0755,0,U,39425,999,56502,0.00020942,1.722e-05,0.0,Bolivia
UWE-3,2013-066AG,2024-05-04 09:52:54.287616+00:00,14.85521396,0.0061284,97.778,76.1116,5.3797,354.8064,0,U,39446,999,56279,0.0005841,5.164e-05,0.0,Bolivia
EXPRESS-AT1,2014-010A,2024-05-04 00:05:42.834336+00:00,1.00273037,3.39e-05,0.0162,269.7162,80.8543,289.2492,0,U,39612,999,3728,0.0,7.6e-07,0.0,Djibouti
BUGSAT-1 (TITA),2014-033E,2024-05-04 19:38:40.266240+00:00,15.03326766,0.0034156,98.1296,165.2398,279.1058,80.6301,0,U,40014,999,53913,0.00032276,4.366e-05,0.0,Mayotte
BRITE-CA1 (TORONTO),2014-033L,2024-05-04 20:18:26.075232+00:00,14.69210936,0.0082496,97.871,264.5163,229.9135,129.4819,0,U,40020,999,52861,0.00028212,1.698e-05,0.0,Tajikistan
PERSEUS-M2,2014-033AD,2024-05-04 18:55:27.391008+00:00,14.90188455,0.0012777,97.9257,56.4373,345.7777,14.3079,0,U,40037,999,53586,0.00022203,2.096e-05,0.0,Bosnia and Herzegovina
CANX-4,2014-034C,2024-05-04 19:06:16.632576+00:00,14.77867024,0.0012849,98.3956,318.7509,334.5152,25.5423,0,U,40055,999,53017,0.00023867,1.662e-05,0.0,Mayotte
ABS-3A,2015-010A,2024-05-04 02:22:42.760128+00:00,1.00272056,0.0001662,0.0141,279.3209,25.4477,310.4327,0,U,40424,999,3360,0.0,-2.8e-07,0.0,Philippines
2015-049A,2015-049A,2024-05-04 20:13:05.939904+00:00,15.38028141,0.0011612,97.4688,140.9851,107.6759,252.5754,0,U,40899,999,47797,0.00054929,0.00020543,0.0,China
AEROCUBE 5C,2015-058B,2024-05-04 05:15:37.125216+00:00,14.82253421,0.0188269,64.7685,136.5965,321.7793,37.0087,0,U,40965,999,25051,0.00042419,4.457e-05,0.0,Guinea-Bissau
BISONSAT,2015-058E,2024-05-04 10:13:04.009440+00:00,14.83496095,0.0183325,64.7765,142.8295,316.527,42.1504,0,U,40968,999,132,0.00047791,5.137e-05,0.0,Norfolk Island
YAOGAN-28,2015-064A,2024-05-04 20:17:14.108352+00:00,15.23468741,0.0004907,97.2052,277.8709,330.3886,29.7073,0,U,41026,999,47288,0.00043174,0.00010235,0.0,Saint Martin
ORBCOMM FM118,2015-081E,2024-05-04 18:59:56.012064+00:00,14.56546236,0.0001388,47.0049,53.1402,77.361,282.743,0,U,41183,999,44495,0.00029614,1.163e-05,0.0,Tajikistan
EUTELSAT 117 WEST B,2016-038B,2024-05-04 09:23:29.074272+00:00,1.00270399,6e-06,0.0136,106.0796,271.5681,228.9989,0,U,41589,999,2894,0.0,-1.4e-07,0.0,South Georgia and the South Sandwich Islands
LAPAN-A3,2016-040E,2024-05-04 20:55:04.111104+00:00,15.24839508,0.0010258,97.1446,141.5597,251.8632,108.149,0,U,41603,999,43662,0.00014966,3.653e-05,0.0,Norfolk Island
INTELSAT 36 (IS-36),2016-053A,2024-05-04 01:10:42.561408+00:00,1.00275906,0.0001235,0.0121,324.6652,55.0995,288.8291,0,U,41747,999,2817,0.0,-2.8e-07,0.0,Latvia
HIMAWARI-9,2016-064A,2024-05-03 20:18:42.522336+00:00,1.00270117,8.66e-05,0.0546,76.8421,335.6929,255.1241,0,U,41836,999,2744,0.0,-2.78e-06,0.0,South Georgia and the South Sandwich Islands
PROMETHEUS 2-1,2016-067G,2024-05-04 11:18:45.560160+00:00,15.15140919,0.0013515,98.0986,297.7388,203.1427,156.9196,0,U,41854,999,40911,0.00062537,0.00011684,0.0,Syrian Arab Republic
TIANLIAN 1-04,2016-072A,2024-05-03 13:58:31.357632+00:00,1.00273841,0.0029292,0.1099,273.0722,235.4749,99.8736,0,U,41869,999,2753,0.0,2.9e-07,0.0,Latvia
FENGYUN 4A,2016-077A,2024-05-04 17:11:40.085952+00:00,1.00263014,0.0008698,0.3485,83.9212,343.8533,139.6429,0,U,41882,999,2722,0.0,-1.97e-06,0.0,Mayotte
IRIDIUM 114,2017-003G,2024-05-04 19:58:02.172576+00:00,14.34219296,0.0002023,86.3992,51.6085,86.6026,273.5401,0,U,41923,999,38242,0.00010147,3.04e-06,0.0,Philippines
IRIDIUM 108,2017-003H,2024-05-04 03:54:06.466176+00:00,14.34219116,0.0002081,86.4013,20.2366,82.0736,278.0696,0,U,41924,999,38418,0.00013917,4.1e-06,0.0,Iraq
TELKOM 3S,2017-007A,2024-05-04 12:27:20.424960+00:00,1.00271598,0.0002176,0.0139,257.876,141.7848,128.0698,0,U,41944,999,2645,0.0,-3.65e-06,0.0,Bolivia
SENTINEL-2B,2017-013A,2024-05-04 20:25:15.558528+00:00,14.30816077,0.0001133,98.5699,200.7261,97.1026,263.0286,0,U,42063,999,37406,0.00010083,2.21e-06,0.0,Saint Martin
CARTOSAT-2E,2017-036C,2024-05-04 19:13:49.929312+00:00,15.19214916,0.0006102,97.4416,185.8205,140.138,220.0304,0,U,42767,999,38072,0.00032536,6.787e-05,0.0,Tajikistan
COSMOS 2520,2017-046A,2024-05-04 00:37:42.803904+00:00,1.00268594,2.1e-05,0.021,116.0215,75.3954,85.4195,0,U,42907,999,2462,0.0,1.35e-06,0.0,Egypt
MOHAMMED VI-A,2017-070A,2024-05-04 20:50:59.920512+00:00,14.77048045,0.0001189,97.9576,198.2574,97.5777,262.5568,0,U,43005,999,34982,0.00018615,1.263e-05,0.0,French Polynesia
HEAD-1,2017-072B,2024-05-04 20:48:57.477888+00:00,14.2755674,0.0009053,98.9422,113.1875,233.7475,126.2869,0,U,43011,999,33696,0.00020448,4.57e-06,0.0,Bermuda
COSMOS 2524,2017-076A,2024-05-04 21:00:46.503936+00:00,13.97233663,0.0006543,67.1447,274.3101,312.5145,47.5387,0,U,43032,999,32761,5.6595e-05,4e-08,0.0,Thailand
S-NET A,2018-014J,2024-05-04 11:38:51.050112+00:00,15.03944877,0.0012052,97.595,28.1577,145.0474,215.1546,0,U,43188,999,34193,0.00039899,5.453e-05,0.0,Egypt
IRIDIUM 146,2018-030F,2024-05-04 02:12:11.337696+00:00,14.34215927,0.0001927,86.3961,253.8977,96.6361,263.5054,0,U,43254,999,31918,0.00012156,3.6e-06,0.0,Norfolk Island
IRNSS-1I,2018-035A,2024-05-03 23:31:42.563136+00:00,1.00276964,0.0019168,29.0101,86.325,187.675,356.4208,0,U,43286,999,2230,0.0,1.06e-06,0.0,Latvia
ZHUHAI-1 OVS-02,2018-040B,2024-05-04 20:57:44.764992+00:00,15.44700421,0.00089,97.1404,173.3752,118.7217,241.4927,0,U,43440,999,33482,0.00065785,0.00030737,0.0,Norfolk Island
IRIDIUM 164,2018-061J,2024-05-04 18:49:11.002368+00:00,14.34217114,0.0002141,86.4015,19.9664,93.207,266.9371,0,U,43577,999,30256,0.00014147,4.16e-06,0.0,Egypt
TELSTAR 18V,2018-069A,2024-05-03 20:18:42.522336+00:00,1.00268004,0.0001782,0.0126,259.1344,148.6474,257.1159,0,U,43611,999,2086,0.0,-2.97e-06,0.0,Thailand
GSAT-29,2018-089A,2024-05-04 19:09:42.638688+00:00,1.00267731,0.0001064,0.0162,122.846,318.3412,124.4917,0,U,43698,999,2006,0.0,8.3e-07,0.0,Mayotte
MINXSS-2,2018-099A,2024-05-04 17:17:06.269280+00:00,15.07850741,0.0018591,97.5577,188.7718,107.8124,252.5134,0,U,43758,999,29623,0.00062791,9.602e-05,0.0,Syrian Arab Republic
ORBWEAVER 2,2018-099AD,2024-05-04 17:38:00.612384+00:00,15.28982084,0.0010328,97.5234,194.6714,70.3305,289.9048,0,U,43785,999,29632,0.0014174,0.00040049,0.0,Bosnia and Herzegovina
SAUDISAT 5B,2018-102C,2024-05-04 20:39:05.773536+00:00,15.1598333,0.0012384,97.4153,194.295,339.628,20.4457,0,U,43833,999,29811,0.00029538,5.615e-05,0.0,Norfolk Island
CP11 (ISX),2018-104H,2024-05-04 18:51:10.799424+00:00,15.96370312,0.0006215,84.9953,304.2268,233.5136,126.5574,0,U,43856,999,30035,0.0011537,0.00478264,9.2146e-05,Egypt
IRIDIUM 171,2019-002H,2024-05-04 18:39:18.749376+00:00,14.34212662,0.0001825,86.3942,317.0269,92.9774,267.1631,0,U,43929,999,27810,-2.53e-06,1.3e-07,0.0,Egypt
GSAT-31,2019-007B,2024-05-04 00:37:12.804096+00:00,1.00274669,0.0003509,0.0761,265.0878,69.171,305.3191,0,U,44035,999,1920,0.0,1.22e-06,0.0,Nepal
EGYPTSAT-A (MISRSAT-A),2019-008A,2024-05-04 19:29:29.116320+00:00,14.72410214,0.0001519,98.0099,190.6791,106.1311,254.0064,0,U,44047,999,27944,0.00017728,1.074e-05,0.0,South Georgia and the South Sandwich Islands
ONEWEB-0011,2019-010F,2024-05-04 04:49:59.591424+00:00,13.15549056,0.0002164,87.905,53.2085,83.8786,276.2591,0,U,44062,999,24968,-0.0012755,-4.67e-06,0.0,Djibouti
BUFENG 1A,2019-032A,2024-05-04 17:48:09.239040+00:00,15.06486305,0.0011723,44.98,255.6753,217.099,142.9075,0,U,44310,999,26970,0.00036686,5.272e-05,0.0,Norfolk Island
RCM-2,2019-033C,2024-05-04 21:11:45.976128+00:00,14.92585907,0.0001514,97.7599,133.4171,88.3741,271.7651,0,U,44324,999,26673,0.00014636,1.449e-05,0.0,Latvia
FORMOSAT 7-5,2019-036V,2024-05-04 11:17:33.440352+00:00,15.09745831,9.27e-05,23.9988,145.5544,255.1786,104.8615,0,U,44358,999,26581,0.0004021,7.01e-05,0.0,Syrian Arab Republic
YAOGAN-30 06C,2019-045C,2024-05-04 20:27:48.786336+00:00,14.94900873,0.0001473,34.9948,338.7818,265.1954,94.8584,0,U,44451,999,26048,0.00032745,3.614e-05,0.0,Norfolk Island
INTELSAT 39 (IS-39),2019-049B,2024-05-04 19:09:42.638688+00:00,1.00270324,4.08e-05,0.0191,268.0606,5.9542,298.5241,0,U,44476,999,1737,0.0,3.1e-07,0.0,French Southern Territories
GAOFEN-7,2019-072A,2024-05-04 20:32:37.438368+00:00,15.21277925,0.0002084,97.3361,200.3802,202.3218,157.7927,0,U,44703,999,25006,0.00029493,6.527e-05,0.0,Bahamas
STARLINK-1055,2019-074AZ,2024-05-04 20:02:16.202400+00:00,15.29326455,0.0006081,53.0148,328.4767,144.5669,215.5734,0,U,44760,999,24741,0.00088119,0.00025147,0.0,Mayotte
NINGXIA-1 1,2019-076A,2024-05-04 20:11:06.139392+00:00,14.0182681,0.0009696,45.0082,35.2637,95.5016,264.6924,0,U,44779,999,22933,8.9228e-05,7e-08,0.0,Bolivia
NINGXIA-1 2,2019-076B,2024-05-04 19:47:56.165568+00:00,14.01821421,0.000713,45.0108,35.5117,84.6274,275.5373,0,U,44780,999,22933,8.2565e-05,-4e-08,0.0,Guinea-Bissau
BEIDOU-3 M21,2019-078B,2024-05-03 22:18:50.694624+00:00,1.86232489,0.0004765,54.5688,326.8754,27.119,332.9333,0,U,44794,999,3023,0.0,-5.6e-07,0.0,Norfolk Island
ANGELS,2019-092D,2024-05-04 02:27:11.360448+00:00,15.26235544,0.0011419,97.4767,313.6255,113.7658,246.4779,0,U,44876,999,24263,0.00026323,6.755e-05,0.0,Tajikistan
TIANYAN 02,2019-093D,2024-05-04 19:17:57.337440+00:00,14.89404279,0.0015324,97.8447,208.4011,95.8669,264.4295,0,U,44882,999,23683,0.0005582,5.261e-05,0.0,Norfolk Island
JILIN-1 KUANFU 01,2020-003A,2024-05-04 20:18:26.226432+00:00,15.11873816,0.0012529,97.5823,198.8,244.8764,115.1167,0,U,45016,999,23850,0.00030384,5.142e-05,0.0,Tajikistan
GSAT-30,2020-005A,2024-05-04 04:06:42.539616+00:00,1.00270024,0.0003199,0.0083,195.3047,243.5882,288.3259,0,U,45026,999,1577,0.0,-1.67e-06,0.0,Egypt
STARLINK-1169,2020-006T,2024-05-04 21:07:32.622816+00:00,15.06396415,0.0001756,53.0568,71.4623,91.1538,268.9652,0,U,45061,999,23524,-1.2259e-05,-4.64e-06,0.0,Bolivia
STARLINK-1171,2020-006U,2024-05-04 20:46:18.741216+00:00,15.06397821,0.0001965,53.0539,71.5277,88.1908,271.9305,0,U,45062,999,23524,0.00010643,1.304e-05,0.0,Bhutan
STARLINK-1187,2020-012AT,2024-05-04 02:27:36.370656+00:00,15.06390703,0.0001265,53.0528,154.9623,72.7843,287.3285,0,U,45219,999,23277,4.3979e-06,-2.16e-06,0.0,Latvia
STARLINK-1227,2020-012BE,2024-05-04 11:29:00.594240+00:00,15.06395199,0.0001508,53.0536,153.2634,101.3927,258.7231,0,U,45230,999,23284,-2.8408e-06,-3.24e-06,0.0,Guinea-Bissau
STARLINK-1287,2020-019M,2024-05-04 20:56:33.125568+00:00,15.69968566,7.56e-05,53.0523,294.3045,117.1167,242.9926,0,U,45371,999,22840,0.00044348,0.00054076,0.0,Bermuda
STARLINK-1293,2020-019BD,2024-05-04 11:06:26.205120+00:00,15.06395306,0.0001322,53.0534,283.3366,87.1745,272.9395,0,U,45411,999,22824,7.5219e-05,8.39e-06,0.0,Bahamas
STARLINK-1286,2020-019BK,2024-05-04 18:33:37.084032+00:00,15.06393782,0.0001384,53.0539,311.9434,93.77,266.3447,0,U,45417,999,22815,7.7636e-05,8.75e-06,0.0,Latvia
YAOGAN-30 07C,2020-021C,2024-05-04 17:04:51.407904+00:00,14.94875632,0.0001699,34.9957,218.55,156.8186,203.2596,0,U,45462,999,22438,0.00030733,3.388e-05,0.0,Norfolk Island
STARLINK-1355,2020-025AJ,2024-05-04 12:38:00.506400+00:00,15.06385863,0.0001309,53.054,233.0519,100.6577,259.456,0,U,45563,999,22315,-8.4465e-05,-1.539e-05,0.0,Mayotte
STARLINK-1358,2020-025AM,2024-05-04 12:43:18.460992+00:00,15.06379213,0.0001194,53.0533,233.0342,106.7059,253.4061,0,U,45566,999,22315,-0.00029604,-4.686e-05,0.0,Bosnia and Herzegovina
XINGYUN-2 02,2020-028B,2024-05-04 20:47:40.655328+00:00,15.05317202,0.0013731,97.5159,137.307,48.8272,311.4137,0,U,45603,999,21822,0.00018155,2.542e-05,0.0,Iraq
STARLINK-1400,2020-035AV,2024-05-04 03:53:52.203264+00:00,15.06392553,0.0001278,53.0533,184.685,98.4883,261.625,0,U,45700,999,21707,4.9217e-05,4.52e-06,0.0,Nepal
STARLINK-1436 (VISORSAT),2020-035BJ,2024-05-04 06:00:00.999648+00:00,15.12922535,0.0001414,53.0523,202.719,82.0439,198.2111,0,U,45713,999,21683,0.066473,0.01282858,0.0,China
HAIYANG-1D,2020-036A,2024-05-04 19:23:15.525312+00:00,14.3413102,0.0001253,98.5878,66.5971,210.2634,149.8478,0,U,45721,999,20412,0.00012447,3.04e-06,0.0,Philippines
STARLINK-1471,2020-038F,2024-05-04 10:42:32.159520+00:00,15.06401209,0.0001548,53.0537,23.4113,88.4233,271.6933,0,U,45735,999,21568,-0.00016802,-2.783e-05,0.0,Latvia
STARLINK-1499,2020-038AJ,2024-05-04 18:46:37.299360+00:00,15.31956484,0.0002673,53.0078,298.2779,167.8107,192.2958,0,U,45762,999,21672,0.0026813,0.00084474,0.0,Bhutan
STARLINK-1497,2020-038BD,2024-05-04 19:49:14.577888+00:00,15.06394174,0.0001359,53.0548,341.7087,96.6985,263.4159,0,U,45781,999,21611,-4.4563e-06,-3.48e-06,0.0,Syrian Arab Republic
ZHEDA PIXING 3A,2020-039B,2024-05-04 20:50:26.012832+00:00,15.55282526,0.0007422,97.4621,262.9243,271.729,88.3114,0,U,45795,999,21684,0.00058231,0.0003952,0.0,Norfolk Island
BEIDOU-3 G3,2020-040A,2024-05-04 13:35:13.744320+00:00,1.00266069,0.0005145,0.7096,36.1799,302.717,198.3464,0,U,45807,999,1432,0.0,-3.55e-06,0.0,Mayotte
GAOFEN DUOMO (GFDM),2020-042A,2024-05-04 20:42:15.036192+00:00,14.76811363,0.0013448,97.8697,198.1049,66.5218,293.7404,0,U,45856,999,20687,0.00020851,1.415e-05,0.0,South Georgia and the South Sandwich Islands
ZINYUAN-3,2020-051A,2024-05-04 19:56:57.039072+00:00,15.21269845,0.0012951,97.3663,203.0605,141.4373,218.779,0,U,45939,999,20977,0.00034242,7.603e-05,0.0,Thailand
STARLINK-1556,2020-055G,2024-05-04 18:49:33.259008+00:00,15.0638626,0.0001415,53.0549,271.8957,93.5797,266.5354,0,U,46033,999,20680,-5.6326e-05,-1.12e-05,0.0,Egypt
STARLINK-1602,2020-057E,2024-05-04 21:11:31.109280+00:00,15.06400645,0.0001948,53.0534,81.4483,88.0284,272.0928,0,U,46121,999,20545,4.5425e-05,3.95e-06,0.0,French Southern Territories
STARLINK-1605,2020-057G,2024-05-04 13:05:51.466848+00:00,15.06396698,0.0001522,53.0531,62.9619,83.8856,276.2307,0,U,46123,999,20567,-3.1799e-05,-7.55e-06,0.0,Latvia
STARLINK-1596,2020-057AA,2024-05-04 19:22:41.985696+00:00,15.06399758,0.0001985,53.0536,61.7877,85.0203,275.1012,0,U,46141,999,20571,0.00012508,1.582e-05,0.0,Bhutan
STARLINK-1606,2020-057AD,2024-05-04 14:12:13.464864+00:00,15.06405945,0.000215,53.0516,82.7582,87.2571,272.8664,0,U,46144,999,20541,0.00018108,2.417e-05,0.0,French Southern Territories
STARLINK-1598,2020-057AV,2024-05-04 14:28:07.918752+00:00,15.0639872,0.0001662,53.0542,82.7086,84.9596,275.1582,0,U,46160,999,20541,3.9502e-05,3.07e-06,0.0,Guinea-Bissau
