name,object_id,epoch,mean_motion,eccentricity,inclination,ra_of_asc_node,arg_of_pericenter,mean_anomaly,ephemeris_type,classification_type,norad_cat_id,element_set_no,rev_at_epoch,bstar,mean_motion_dot,mean_motion_ddot,launch_country
STARLINK-3701,2022-029H,2024-05-04 12:58:37.978176+00:00,15.08818658,0.0001184,53.2165,235.4954,77.4508,282.6616,0,U,52095,999,11888,-0.0005129,-8.436e-05,0.0,Bermuda
STARLINK-3717,2022-029J,2024-05-04 15:38:57.254784+00:00,15.08824636,0.0001386,53.2173,224.9951,98.3783,261.7366,0,U,52096,999,11902,0.00011301,1.51e-05,0.0,Egypt
STARLINK-3709,2022-029Q,2024-05-04 12:56:03.815520+00:00,15.08827563,0.0001233,53.2157,225.5027,99.5758,260.5373,0,U,52102,999,11901,6.1146e-06,-1.91e-06,0.0,French Southern Territories
STARLINK-3737,2022-029AC,2024-05-04 13:26:28.112640+00:00,15.08829845,0.0001258,53.2168,225.4045,101.7792,258.3342,0,U,52114,999,11902,-3.402e-05,-8.29e-06,0.0,Egypt
STARLINK-3726,2022-029AL,2024-05-04 12:44:04.449984+00:00,15.08821652,0.0001223,53.2154,225.5392,77.7443,282.3686,0,U,52122,999,11901,-0.00019529,-3.393e-05,0.0,Syrian Arab Republic
STARLINK-3727,2022-029AP,2024-05-04 11:57:41.855904+00:00,15.08829369,0.0001244,53.2156,215.6852,79.5754,280.5379,0,U,52125,999,11915,-9.9122e-05,-1.865e-05,0.0,Bahamas
STARLINK-3661,2022-029AT,2024-05-04 13:17:12.258240+00:00,15.08818534,0.0001273,53.2181,215.4377,88.1175,271.9963,0,U,52129,999,11916,2.0492e-07,-2.85e-06,0.0,Bermuda
STARLINK-3729,2022-029AZ,2024-05-04 12:46:47.290656+00:00,15.0882386,0.0001433,53.216,215.537,101.0564,259.059,0,U,52135,999,11916,4.0027e-05,3.49e-06,0.0,Thailand
STARLINK-3682,2022-029BE,2024-05-04 12:34:47.543232+00:00,15.08827551,0.0001191,53.2158,215.5661,96.606,263.5067,0,U,52140,999,11916,-0.00025987,-4.42e-05,0.0,Bermuda
HAWK-4C,2022-033P,2024-05-03 18:46:36.140736+00:00,15.37379074,0.0010097,97.3258,207.5928,95.9318,264.3078,0,U,52170,999,11648,0.00041025,0.00014986,0.0,Mayotte
NUSAT-27 (SALLY RIDE),2022-033R,2024-05-04 20:00:47.380608+00:00,15.64849341,0.000293,97.2726,213.4423,39.8892,320.2582,0,U,52172,999,11728,0.00091614,0.00090004,0.0,Norfolk Island
KSF2-C,2022-033AJ,2024-05-04 20:12:34.501536+00:00,15.58073312,0.0007265,97.3383,216.0418,100.9129,259.2944,0,U,52189,999,11712,0.00088718,0.00067049,0.0,Philippines
STARLINK-3784,2022-041Q,2024-05-04 13:22:28.761312+00:00,15.08836179,0.0001315,53.2158,255.4194,96.0456,264.0686,0,U,52275,999,11380,-0.00013589,-2.45e-05,0.0,Norfolk Island
STARLINK-3776,2022-041AD,2024-05-04 12:09:37.262592+00:00,15.08824687,0.0001352,53.2163,245.6474,106.5999,253.5142,0,U,52288,999,11394,-0.00026405,-4.486e-05,0.0,French Polynesia
STARLINK-3750,2022-041BC,2024-05-04 12:05:38.581728+00:00,15.08825574,0.000132,53.2154,235.6591,99.2001,260.9141,0,U,52311,999,11408,-0.00033463,-5.607e-05,0.0,Djibouti
STARLINK-3849,2022-045N,2024-05-04 20:50:16.348992+00:00,15.08834041,0.0001239,53.2174,354.0283,94.1668,265.9466,0,U,52343,999,11392,-3.7931e-05,-8.91e-06,0.0,China
STARLINK-3852,2022-045Q,2024-05-04 21:08:53.893248+00:00,15.08834437,0.0001429,53.2174,344.1302,98.5221,261.5933,0,U,52345,999,11404,-3.0488e-05,-7.73e-06,0.0,South Georgia and the South Sandwich Islands
STARLINK-3841,2022-045AQ,2024-05-04 20:26:25.262592+00:00,15.0884129,0.0001104,53.2184,334.0952,95.8298,264.282,0,U,52369,999,11419,-5.9832e-05,-1.24e-05,0.0,Bermuda
STARLINK-3796,2022-045AT,2024-05-04 13:38:23.416512+00:00,15.08840783,0.000127,53.2179,335.37,93.6661,266.4477,0,U,52372,999,11414,8.8324e-05,1.118e-05,0.0,China
JILIN-1 GAOFEN 3D06,2022-046D,2024-05-04 19:53:25.740960+00:00,15.21936005,2.51e-05,97.5122,216.2661,133.6767,226.4489,0,U,52391,999,11132,0.00054692,0.00012404,0.0,Norfolk Island
STARLINK-3900,2022-049L,2024-05-04 11:33:51.789024+00:00,15.08824954,0.0001361,53.2157,195.7584,80.9344,279.1802,0,U,52461,999,11076,-0.00024825,-4.235e-05,0.0,South Georgia and the South Sandwich Islands
STARLINK-3859,2022-049V,2024-05-04 12:25:31.086624+00:00,15.08820833,0.000121,53.2168,205.5978,97.5453,262.5677,0,U,52470,999,11063,-0.00023591,-4.038e-05,0.0,Bosnia and Herzegovina
STARLINK-3930,2022-051AM,2024-05-04 18:23:13.379712+00:00,15.08841336,0.0001285,53.2169,264.4803,81.191,278.9228,0,U,52568,999,10991,0.00017626,2.518e-05,0.0,Mayotte
STARLINK-3836,2022-051AT,2024-05-04 19:16:52.502880+00:00,15.08833662,0.0001224,53.2173,279.3158,101.5616,258.5514,0,U,52577,999,10971,6.1899e-05,6.97e-06,0.0,Mayotte
STARLINK-3915,2022-051AX,2024-05-04 16:21:20.266848+00:00,15.08840196,0.0001101,53.2155,264.8611,82.8359,277.2758,0,U,52581,999,10990,0.0002281,3.344e-05,0.0,Norfolk Island
STARLINK-3867,2022-051BD,2024-05-04 15:40:17.065920+00:00,15.08835416,0.0001299,53.2147,264.8433,76.5698,283.5439,0,U,52587,999,10990,-0.00014844,-2.649e-05,0.0,Norfolk Island
STARLINK-4026,2022-052C,2024-05-04 20:46:17.602464+00:00,15.08838664,0.0001352,53.2177,64.0386,100.7322,259.3823,0,U,52600,999,10950,-0.00011794,-2.164e-05,0.0,Philippines
STARLINK-3975,2022-052Y,2024-05-04 21:04:10.744896+00:00,15.08841656,0.000128,53.2168,68.9803,86.9179,273.196,0,U,52620,999,10943,0.00016759,2.38e-05,0.0,Tajikistan
STARLINK-4008,2022-052AA,2024-05-04 13:49:39.182016+00:00,15.08836753,0.0001443,53.2184,70.3307,88.5819,271.5338,0,U,52622,999,10939,-4.8085e-05,-1.053e-05,0.0,Norfolk Island
STARLINK-3986,2022-052AB,2024-05-04 12:56:00.498624+00:00,15.08814099,0.0001606,53.2164,55.501,107.2092,252.9076,0,U,52623,999,10959,0.00067497,0.00010463,0.0,Tajikistan
STARLINK-4001,2022-052AG,2024-05-04 13:44:20.757408+00:00,15.08837014,0.0001404,53.2184,70.3503,79.4795,280.6355,0,U,52628,999,10939,-5.813e-06,-3.8e-06,0.0,South Georgia and the South Sandwich Islands
STARLINK-3994,2022-052AM,2024-05-03 20:14:26.711808+00:00,15.08825812,0.0002018,53.2171,58.6228,76.7875,283.3342,0,U,52633,999,10912,-0.00016168,-2.859e-05,0.0,Tajikistan
STARLINK-3985,2022-052AY,2024-05-04 19:24:10.696032+00:00,15.08831803,0.0001368,53.2191,44.2923,83.8526,276.2622,0,U,52644,999,10977,-1.0245e-05,-4.51e-06,0.0,Saint Martin
STARLINK-3891,2022-052BE,2024-05-04 03:21:03.901536+00:00,15.08825359,0.0001351,53.2182,37.4001,75.9282,284.1861,0,U,52650,999,10981,-0.00013129,-2.376e-05,0.0,Saint Martin
STARLINK-4037,2022-053H,2024-05-04 17:54:44.545824+00:00,15.08828659,0.0001058,53.2168,299.5714,79.5482,280.5629,0,U,52663,999,10930,4.7448e-05,4.67e-06,0.0,Egypt
STARLINK-4070,2022-053J,2024-05-04 18:05:19.850208+00:00,15.08833556,0.0001284,53.2171,299.5374,89.655,270.4589,0,U,52664,999,10930,4.2071e-06,-2.21e-06,0.0,Nepal
STARLINK-4064,2022-053K,2024-05-04 20:49:36.527232+00:00,15.0883792,8.68e-05,53.2184,299.0219,79.6208,280.4882,0,U,52665,999,10932,2.4689e-06,-2.48e-06,0.0,Saint Martin
STARLINK-4075,2022-053Q,2024-05-04 17:49:26.422752+00:00,15.08833461,0.0001045,53.2143,299.6524,96.7752,263.3359,0,U,52670,999,10887,-2.6279e-05,-7.06e-06,0.0,Saint Martin
STARLINK-3999,2022-053BA,2024-05-04 16:43:11.654688+00:00,15.08838538,0.0001387,53.2172,279.7922,102.1079,258.0068,0,U,52704,999,10913,0.00011521,1.546e-05,0.0,China
STARLINK-3844,2022-053BB,2024-05-04 16:27:17.663040+00:00,15.08826182,0.0001098,53.2151,279.8438,78.3398,281.7717,0,U,52705,999,10913,-0.0001524,-2.711e-05,0.0,Egypt
2022-056B,2022-056B,2024-05-03 21:52:14.726784+00:00,13.29564096,0.0044726,86.0102,39.4671,349.7714,10.2507,0,U,52717,999,9542,9.2444e-05,5.8e-07,0.0,China
STARLINK-4202,2022-062U,2024-05-04 09:47:12.519456+00:00,15.08826418,0.0001456,53.2155,181.0909,81.6102,278.5055,0,U,52848,999,10448,-0.00024378,-4.164e-05,0.0,Thailand
STARLINK-4204,2022-062AA,2024-05-04 12:11:37.235040+00:00,15.08821969,0.0001642,53.2155,170.6397,91.3236,268.7944,0,U,52854,999,10463,-0.00015319,-2.724e-05,0.0,Norfolk Island
STARLINK-4196,2022-062AF,2024-05-04 10:04:26.755104+00:00,15.08816435,0.0001362,53.2162,171.0363,89.4452,270.6696,0,U,52859,999,10462,-5.0532e-05,-1.091e-05,0.0,Guinea-Bissau
YAOGAN-35 02A,2022-068A,2024-05-04 20:29:51.750816+00:00,15.23021611,0.0005997,34.9943,310.3804,297.6638,62.3467,0,U,52907,999,10404,0.00049085,0.00011819,0.0,Thailand
STARLINK-4194,2022-076Q,2024-05-04 13:32:26.441088+00:00,15.08819479,0.0001293,53.2172,240.3913,102.8134,257.3003,0,U,53000,999,10154,5.0076e-06,-2.08e-06,0.0,Mayotte
STARLINK-4290,2022-076W,2024-05-04 13:00:38.648736+00:00,15.08824294,0.00013,53.2179,240.4878,90.4523,269.6618,0,U,53006,999,10154,7.1719e-05,8.53e-06,0.0,Bolivia
STARLINK-4355,2022-077F,2024-05-04 01:07:41.605248+00:00,15.01255618,0.0002114,97.6557,306.5249,88.6432,271.5034,0,U,53048,999,10027,-4.1777e-05,-5.96e-06,0.0,Bhutan
STARLINK-4314,2022-077P,2024-05-04 12:05:52.123200+00:00,15.01257284,0.0003293,97.6549,306.9745,68.2631,291.8944,0,U,53056,999,10034,-4.3531e-05,-6.18e-06,0.0,Philippines
STARLINK-4315,2022-077AL,2024-05-04 01:39:19.614528+00:00,15.01255189,0.0003098,97.6547,306.5283,159.6085,200.5264,0,U,53077,999,10028,-2.1628e-05,-3.37e-06,0.0,Bolivia
STARLINK-4103,2022-083K,2024-05-04 12:28:50.471904+00:00,15.08834813,0.0001377,53.2163,320.5877,101.5678,258.5469,0,U,53141,999,10007,0.00034457,5.199e-05,0.0,Norfolk Island
STARLINK-4110,2022-083AL,2024-05-04 12:03:39.477600+00:00,15.08836601,0.0001294,53.2176,310.6682,91.8956,268.2184,0,U,53166,999,10021,8.3861e-05,1.047e-05,0.0,Bahamas
STARLINK-4298,2022-083AX,2024-05-04 17:32:52.152288+00:00,15.08839042,0.0001245,53.2173,284.6286,94.3442,265.7692,0,U,53177,999,10059,0.00015866,2.238e-05,0.0,Norfolk Island
STARLINK-4258,2022-083BA,2024-05-04 20:11:10.137984+00:00,15.08833283,0.0001066,53.2158,269.0158,85.1983,274.913,0,U,53180,999,10082,8.7527e-05,1.105e-05,0.0,Saint Martin
STARLINK-4273,2022-083BB,2024-05-04 13:38:59.949024+00:00,15.08843397,0.0001025,53.2167,270.1595,79.7382,280.3725,0,U,53181,999,10078,3.555e-05,2.78e-06,0.0,Syrian Arab Republic
STARLINK-4410,2022-084R,2024-05-04 16:58:36.751584+00:00,15.01252447,0.0001841,97.6547,187.1788,88.0359,272.1076,0,U,53204,999,9857,6.3922e-05,7.62e-06,0.0,Egypt
STARLINK-4377,2022-084AJ,2024-05-04 17:48:54.103104+00:00,15.01253102,0.0002651,97.6549,187.1931,257.4641,102.6286,0,U,53221,999,9820,0.00046082,5.864e-05,0.0,Bhutan
STARLINK-4368,2022-084AX,2024-05-04 17:27:35.281152+00:00,15.01254096,9.73e-05,97.6573,187.1776,232.3767,127.7369,0,U,53234,999,9821,-4.2212e-05,-6.01e-06,0.0,Norfolk Island
STARLINK-4124,2022-086D,2024-05-04 21:16:21.923904+00:00,15.71039728,0.0001677,53.2147,328.8263,31.674,328.438,0,U,53245,999,9929,0.0019759,0.00260493,0.0,Iraq
STARLINK-4131,2022-086E,2024-05-04 20:05:53.474208+00:00,15.08843732,0.0001392,53.2183,349.1626,91.9391,268.176,0,U,53246,999,9901,0.00031178,4.678e-05,0.0,Bhutan
STARLINK-4127,2022-086S,2024-05-04 19:51:18.940320+00:00,15.08827576,0.0001435,53.2173,339.2069,86.9975,273.1182,0,U,53258,999,9915,-7.759e-05,-1.522e-05,0.0,Bosnia and Herzegovina
STARLINK-4050,2022-086AJ,2024-05-03 20:28:20.853696+00:00,15.08837698,0.0001454,53.2171,333.5776,103.6434,256.472,0,U,53274,999,9932,-4.7866e-06,-3.64e-06,0.0,Norfolk Island
STARLINK-4148,2022-086BD,2024-05-03 19:57:52.943328+00:00,15.08829796,0.0001374,53.2184,323.6642,95.6853,264.4296,0,U,53293,999,9944,-6.9535e-05,-1.394e-05,0.0,Norfolk Island
STARLINK-4515,2022-097K,2024-05-04 10:33:35.005536+00:00,15.08831033,0.0001558,53.2201,270.9467,101.1459,258.9708,0,U,53397,999,9623,5.7052e-05,6.2e-06,0.0,French Southern Territories
STARLINK-4507,2022-097R,2024-05-04 18:47:50.675424+00:00,15.08830637,0.0001411,53.2164,269.7493,119.5068,240.6065,0,U,53403,999,9628,7.4848e-05,9.03e-06,0.0,French Southern Territories
STARLINK-4526,2022-097BC,2024-05-04 15:54:07.289568+00:00,15.08831657,0.0001295,53.2155,249.5906,78.9326,281.1812,0,U,53438,999,9655,7.5154e-06,-1.68e-06,0.0,Bolivia
DONGPO 06,2022-098D,2024-05-04 20:41:28.386240+00:00,15.22808624,0.0007362,97.5191,224.9112,229.5402,130.5193,0,U,53447,999,9588,0.00054331,0.00012652,0.0,Norfolk Island
YUNYAO-1 05,2022-098N,2024-05-04 19:49:43.354272+00:00,15.47616194,0.0008142,97.5166,232.8688,234.3063,125.7429,0,U,53456,999,9640,0.0014367,0.00074684,0.0,China
YUNYAO-1 04,2022-098P,2024-05-04 20:44:49.233408+00:00,15.47063211,0.0006442,97.5158,232.9995,231.7304,128.3366,0,U,53457,999,9641,0.0013298,0.00067722,0.0,Norfolk Island
STARLINK-4446,2022-099AS,2024-05-04 21:03:58.469184+00:00,15.01255446,9.2e-06,97.6559,247.3501,145.6943,214.4287,0,U,53505,999,9513,7.4677e-05,9e-06,0.0,China
STARLINK-4478,2022-101C,2024-05-04 12:20:53.580192+00:00,15.08816143,0.0001536,53.2163,220.6244,95.935,264.1817,0,U,53529,999,9438,-0.00035741,-5.968e-05,0.0,Iraq
STARLINK-4488,2022-101H,2024-05-04 12:04:56.047872+00:00,15.08822535,0.000119,53.216,220.3936,102.0519,258.0607,0,U,53534,999,9439,-0.00047414,-7.822e-05,0.0,South Georgia and the South Sandwich Islands
STARLINK-4474,2022-101W,2024-05-04 12:01:00.066144+00:00,15.08833526,0.0001243,53.2154,210.6732,101.3753,258.7379,0,U,53547,999,9452,-0.00033589,-5.629e-05,0.0,Philippines
STARLINK-4564,2022-101AK,2024-05-04 12:07:40.338336+00:00,15.0882322,0.0001361,53.2154,200.8372,99.9398,260.1748,0,U,53560,999,9466,-0.00021384,-3.688e-05,0.0,Latvia
STARLINK-4547,2022-101AY,2024-05-04 11:19:54.977376+00:00,15.08823965,0.0001288,53.2148,200.6321,96.4142,263.6997,0,U,53573,999,9466,-0.00029668,-5.004e-05,0.0,French Southern Territories
STARLINK-4691,2022-104A,2024-05-04 10:44:13.377120+00:00,15.08828254,0.00014,53.218,31.1619,97.6798,262.4353,0,U,53588,999,9313,-0.00012228,-2.233e-05,0.0,South Georgia and the South Sandwich Islands
STARLINK-4677,2022-104N,2024-05-04 11:06:49.651488+00:00,15.08836895,0.0001263,53.2189,31.2447,88.1046,272.0091,0,U,53600,999,9354,1.7405e-05,-1.1e-07,0.0,Thailand
STARLINK-4586,2022-104BA,2024-05-03 22:35:30.503328+00:00,15.08809124,0.0001279,53.2173,13.0096,97.4419,262.6719,0,U,53636,999,9436,0.0006069,9.376e-05,0.0,China
STARLINK-4380,2022-105C,2024-05-04 04:27:44.306208+00:00,15.01268968,0.0001676,97.6566,6.6386,92.1147,268.0269,0,U,53650,999,9231,-0.00057696,-7.464e-05,0.0,Bolivia
STARLINK-4374,2022-105E,2024-05-04 04:22:24.279744+00:00,15.01251059,0.0001274,97.6565,6.6343,88.9566,271.1804,0,U,53652,999,9231,-0.00021446,-2.812e-05,0.0,Bosnia and Herzegovina
STARLINK-4457,2022-105R,2024-05-04 04:03:43.896384+00:00,15.01266228,5.18e-05,97.6572,6.6197,131.2095,228.9174,0,U,53663,999,9231,-0.00086676,-0.00011176,0.0,Bolivia
STARLINK-4456,2022-105AB,2024-05-04 04:17:25.229472+00:00,15.01253789,6.17e-05,97.6556,6.6337,119.7782,240.3504,0,U,53673,999,9231,-0.00016504,-2.178e-05,0.0,Egypt
STARLINK-4625,2022-105AM,2024-05-04 13:02:39.445440+00:00,15.01250786,0.0003356,97.6566,7.0013,88.7132,271.4476,0,U,53683,999,9237,-1.0291e-05,-1.91e-06,0.0,Syrian Arab Republic
STARLINK-4467,2022-105AQ,2024-05-04 04:11:44.094624+00:00,15.01248902,7.33e-05,97.6563,6.685,89.6671,270.4638,0,U,53686,999,9232,-7.0091e-05,-9.59e-06,0.0,Thailand
STARLINK-4562,2022-105AT,2024-05-04 15:37:17.219136+00:00,15.01247879,0.0001353,97.656,7.1301,90.0461,270.0918,0,U,53689,999,9239,-2.283e-05,-3.52e-06,0.0,French Polynesia
STARLINK-4688,2022-107Q,2024-05-04 09:45:11.351232+00:00,15.08826005,0.0001247,53.2173,15.8719,88.649,271.4646,0,U,53714,999,9252,-8.5254e-05,-1.644e-05,0.0,French Southern Territories
STARLINK-4705,2022-107Z,2024-05-04 01:36:57.628224+00:00,15.08837043,0.000134,53.2174,42.2642,96.8827,263.2317,0,U,53723,999,9211,1.1967e-05,-9.7e-07,0.0,French Southern Territories
STARLINK-4574,2022-107AK,2024-05-03 22:10:24.336192+00:00,15.08822796,9e-05,53.2171,43.4898,77.3414,282.7678,0,U,53733,999,9271,-0.0002553,-4.346e-05,0.0,French Polynesia
STARLINK-4708,2022-111D,2024-05-04 19:54:42.154848+00:00,15.08837691,0.0001501,53.2172,64.3603,88.7466,271.3698,0,U,53776,999,9108,3.0789e-05,2.02e-06,0.0,Bahamas
STARLINK-4730,2022-111X,2024-05-04 04:51:49.170816+00:00,15.08828862,0.0001423,53.2183,61.8593,83.1354,276.98,0,U,53794,999,9106,-0.00012216,-2.231e-05,0.0,Bolivia
STARLINK-4721,2022-111Z,2024-05-04 18:55:36.342912+00:00,15.08837955,8.34e-05,53.2168,39.0427,82.6686,277.4401,0,U,53796,999,9151,-9.6979e-06,-4.42e-06,0.0,Tajikistan
CHINASAT 1E (ZX 1E),2022-112A,2024-05-04 03:50:42.722880+00:00,1.00271527,0.000164,0.0436,52.2629,353.0005,316.3786,0,U,53813,999,608,0.0,-1.52e-06,0.0,Philippines
STARLINK-4757,2022-114G,2024-05-04 04:35:53.767392+00:00,15.08833495,0.0001238,53.2157,92.1641,80.0465,280.0666,0,U,53824,999,9046,-1.0541e-05,-4.56e-06,0.0,Djibouti
STARLINK-4776,2022-114V,2024-05-04 14:50:32.393472+00:00,15.08832871,0.0001324,53.2171,89.8511,95.2051,264.9092,0,U,53837,999,9053,3.4093e-05,2.55e-06,0.0,Norfolk Island
STARLINK-4770,2022-114AH,2024-05-04 04:00:05.457312+00:00,15.08825054,9.41e-05,53.2171,82.0254,79.3879,280.7219,0,U,53849,999,9060,-2.8409e-05,-7.4e-06,0.0,Latvia
STARLINK-4809,2022-114AR,2024-05-04 20:52:10.792704+00:00,15.08839154,0.0001337,53.2161,78.5911,88.2199,271.8946,0,U,53857,999,9071,0.00019223,2.773e-05,0.0,Bolivia
STARLINK-5003,2022-119V,2024-05-04 15:26:23.925408+00:00,15.08833443,0.000135,53.2168,100.2519,93.2571,266.8575,0,U,53905,999,8964,2.9305e-05,1.78e-06,0.0,Bolivia
STARLINK-4796,2022-119Z,2024-05-04 04:24:00.563904+00:00,15.08830581,0.0001302,53.2162,102.3551,90.9134,269.2007,0,U,53909,999,8957,-2.6575e-06,-3.3e-06,0.0,Bahamas
STARLINK-5001,2022-119AQ,2024-05-04 05:09:39.100032+00:00,15.08837876,0.0001495,53.2173,96.8593,97.2354,262.8808,0,U,53924,999,8965,-0.00011274,-2.082e-05,0.0,Philippines
STARLINK-4578,2022-125B,2024-05-04 20:25:50.143584+00:00,15.08836912,0.0001367,53.2185,9.2246,107.2355,252.8786,0,U,53965,999,8766,-8.427e-05,-1.629e-05,0.0,Norfolk Island
STARLINK-5118,2022-125AD,2024-05-03 21:45:10.812960+00:00,15.08839619,0.0001345,53.2179,353.2747,89.0285,271.0861,0,U,53991,999,8772,-8.4931e-05,-1.639e-05,0.0,Egypt
STARLINK-5121,2022-125AF,2024-05-04 21:06:08.186688+00:00,15.08832452,0.0001255,53.2168,353.7288,81.3476,278.7659,0,U,53993,999,8788,0.0001786,2.555e-05,0.0,Bermuda
GALAXY 34 (G-34),2022-128B,2024-05-04 03:53:35.555712+00:00,1.00272469,0.000142,0.01,307.611,96.5242,107.8054,0,U,54027,999,601,0.0,5.6e-07,0.0,French Polynesia
COSMOS 2559 [GLONASS-K],2022-130A,2024-05-04 05:46:25.190112+00:00,2.13101173,0.0004845,64.6585,341.7363,220.6009,139.414,0,U,54031,999,1219,0.0,-3.9e-07,0.0,Iraq
STARLINK-5146,2022-136Y,2024-05-04 04:44:26.107296+00:00,15.08829645,0.0001288,53.2156,126.6917,109.1168,250.9963,0,U,54073,999,8557,-6.3606e-06,-3.89e-06,0.0,Latvia
STARLINK-5212,2022-136AA,2024-05-04 06:14:30.945696+00:00,15.08829132,0.0001492,53.2166,126.3665,84.7234,275.3928,0,U,54075,999,8558,-3.3145e-06,-3.41e-06,0.0,Egypt
STARLINK-5178,2022-136AJ,2024-05-04 05:40:48.732096+00:00,15.0883068,0.0001372,53.2165,121.9215,93.335,266.7799,0,U,54083,999,8564,-9.4482e-06,-4.38e-06,0.0,Nepal
STARLINK-5188,2022-136AX,2024-05-04 05:03:39.556800+00:00,15.08833995,0.0001329,53.2149,121.7599,98.5825,261.5318,0,U,54096,999,8563,-4.3084e-05,-9.73e-06,0.0,Bosnia and Herzegovina
STARLINK-5217,2022-136AZ,2024-05-04 06:02:52.975392+00:00,15.07199279,0.0001299,53.2167,122.004,90.9632,269.1508,0,U,54098,999,8563,5.1502e-05,5.01e-06,0.0,Latvia
ONEWEB-0500,2022-138F,2024-05-04 21:08:12.634656+00:00,13.19725265,0.0002094,87.9115,98.8703,89.6601,270.4771,0,U,54118,999,7570,0.00019706,9.2e-07,0.0,Bahamas
STARLINK-5117,2022-141R,2024-05-04 11:15:57.600288+00:00,15.08834406,0.0001315,53.2147,150.7833,90.9791,269.1352,0,U,54172,999,8407,-6.273e-05,-1.286e-05,0.0,Syrian Arab Republic
STARLINK-5264,2022-141BB,2024-05-04 04:25:55.131168+00:00,15.08829514,0.0001501,53.2165,106.9295,89.301,270.8154,0,U,54206,999,8489,-4.7474e-05,-1.043e-05,0.0,China
YUNHAI-3 01,2022-151A,2024-05-04 21:14:49.238304+00:00,14.13289557,0.000199,98.8191,133.226,104.9496,255.1897,0,U,54235,999,7626,5.3218e-05,5.6e-07,0.0,Syrian Arab Republic
INS-2B,2022-158E,2024-05-04 20:14:31.728192+00:00,15.71461823,0.0007301,97.4307,235.7662,228.0009,132.0632,0,U,54365,999,8061,0.001438,0.00187251,0.0,South Georgia and the South Sandwich Islands
COSMOS 2565,2022-163A,2024-05-04 20:08:43.396224+00:00,13.96676394,0.0007229,67.1459,186.8325,270.9744,89.0512,0,U,54381,999,7277,2.7458e-05,-3.7e-07,0.0,Guinea-Bissau
ONEWEB-0527,2022-166A,2024-05-03 19:07:50.585664+00:00,13.21825053,0.0002052,87.9318,38.1334,82.8502,277.2865,0,U,54642,999,6923,8.218e-05,4.7e-07,0.0,Tajikistan
ONEWEB-0590,2022-166Q,2024-05-03 20:18:14.225472+00:00,13.21824642,0.0002151,87.9326,38.1201,80.264,279.8737,0,U,54656,999,6923,3.4897e-05,2.7e-07,0.0,Iraq
ONEWEB-0597,2022-166X,2024-05-04 05:09:37.280448+00:00,13.21824486,0.0001704,87.9322,38.0287,70.3932,289.7386,0,U,54663,999,6976,-3.8699e-05,-3e-08,0.0,Tajikistan
STARLINK-5382,2022-177A,2024-05-04 05:10:03.689472+00:00,15.02538824,7.97e-05,43.0001,198.5175,312.9941,47.0834,0,U,54820,999,7451,-0.00013498,-2.026e-05,0.0,Bolivia
FLOCK 4Y-17,2023-001Y,2024-05-04 17:19:28.524288+00:00,15.26953548,0.0008063,97.432,187.9671,326.6491,33.4239,0,U,55031,999,7414,0.00047798,0.00012595,0.0,Djibouti
ION SCV-007,2023-001BD,2024-05-04 17:43:27.558624+00:00,14.754847,0.0011678,98.0011,188.9869,305.7578,54.2544,0,U,55060,999,7209,0.00013246,8.51e-06,0.0,Bahamas
FLOCK 4Y-12,2023-001BJ,2024-05-03 17:17:12.491808+00:00,15.26950621,0.0010482,97.4329,187.1086,331.7406,28.3263,0,U,55065,999,7399,0.00054576,0.00014402,0.0,Bolivia
SPACEBEE-164,2023-001CL,2024-05-04 16:38:12.147360+00:00,15.41478954,0.0008179,97.4242,190.9109,294.8582,65.1813,0,U,55091,999,7435,0.0010331,0.00043428,0.0,Bosnia and Herzegovina
BDSAT-2,2023-001CT,2024-05-04 16:41:49.370784+00:00,15.30970145,0.001052,97.4321,188.8602,312.0358,47.9986,0,U,55098,999,7419,0.00065751,0.00019658,0.0,Guinea-Bissau
STARLINK-5180,2023-010BB,2024-05-04 13:17:30.429888+00:00,14.98316429,0.0002872,70.0007,264.1712,268.412,91.671,0,U,55318,999,7247,-5.5118e-05,-7.5e-06,0.0,Norfolk Island
STARLINK-5660,2023-013E,2024-05-04 09:20:08.535552+00:00,15.02530589,0.0001004,43.0051,4.5938,277.7597,82.3131,0,U,55335,999,7070,8.643e-05,9.64e-06,0.0,Djibouti
STARLINK-5662,2023-013P,2024-05-04 16:58:00.937056+00:00,15.02522973,0.000176,43.0066,2.6784,268.5999,91.4642,0,U,55344,999,7075,4.312e-05,3.79e-06,0.0,Iraq
STARLINK-5547,2023-013X,2024-05-04 08:30:34.429824+00:00,15.02540525,0.0001015,43.0043,4.3328,270.6517,89.4209,0,U,55352,999,7070,7.9329e-05,8.68e-06,0.0,Guinea-Bissau
STARLINK-5581,2023-013AU,2024-05-04 01:08:19.902912+00:00,15.02522871,0.0001292,43.0046,19.308,269.6417,90.4277,0,U,55373,999,7050,-0.00039501,-5.533e-05,0.0,Philippines
STARLINK-5537,2023-013BF,2024-05-04 17:43:48.933120+00:00,15.0252048,0.0001259,43.0055,15.0458,278.3021,81.7679,0,U,55384,999,7061,-0.00015649,-2.316e-05,0.0,Bosnia and Herzegovina
STARLINK-5623,2023-014Q,2024-05-04 21:01:08.768352+00:00,14.98331561,0.0002981,69.9986,323.4203,268.6299,91.4519,0,U,55405,999,7018,1.6464e-05,1.03e-06,0.0,Bosnia and Herzegovina
